Исходные данные,Референс,Результат работы классификатора 
детектор CI-41-OLHZ-1594 ,плоскогубцы CI-41-OLHZ-1594 ,1
пилка L1-07-75TI-7363 Проектировочный,термометр L1-07-75TI-7363 ,1
детектор JL-50-ORBO-9228 Сверхпроводящий,фильтр JL-50-ORBO-9228 ,1
датчик 4B-57-73PO-3551 ,датчик 4B-57-737O-3551 ,0
рычаг TY-83-B70T-0481 ,рычаг JI-35-4Y4B-5262 ,0
вал EA-30-6PCK-6426 ,вал EA-50-6PCK-6426 ,0
паяльник 38-17-RAZQ-6775 ,паяльник 38-17-RAZQ-6775 ,1
шуруповерт NE-56-AM84-2332 Конструктивный,шуруповерт NE-56-AM84-2392 ,0
гидрамеханика AY-24-WF0X-7383 Силовой,такометр AY-24-WF0X-7383 Пневматический,1
рычаг 4P-46-FOTX-7421 Безопасностный,рычаг V2-83-DGIM-5887 Безопасностный,0
ассоциация SK-09-BOMT-9805 Кинематический,ассоциация S4-09-BOMT-9805 Кинематический,0
жесткость KN-18-U44W-1702 Регулирующий,жесткость KN-18-U44W-1702 ,1
градусник 7K-54-1PA1-7844 Технический,градусник C1-87-IAZ0-9630 Технический,0
диспергирование 5D-55-L9Y9-3108 ,диспергирование 5D-55-L7Y9-3108 ,0
цилиндр GG-42-WFBW-6445 ,опробование GG-42-WFBW-6445 ,1
игла 02-06-F478-9852 ,игла XH-76-F3R8-3449 ,0
тренога 4Z-44-Q5IY-7531 Робототехнический,оврископ 4Z-44-Q5IY-7531 Эргономический,1
детектор 1Y-12-PX9X-2754 Компьютерный,детектор QB-73-GTKJ-1834 Компьютерный,0
имитация Q7-06-V2E6-8495 Кибернетический,имитация Q7-06-V2E6-8485 Кибернетический,0
полумесяц NV-49-XUJ0-9506 Геотехнический,полумесяц NV-49-XUJ0-9806 Геотехнический,0
шкала S8-83-J7UD-0805 Металлургический,фильтр S8-83-J7UD-0805 ,1
клапан 1V-65-UHSC-9491 ,клапан CX-90-PMX5-1500 ,0
такометр XS-99-N7RY-9891 ,такометр 2S-99-N7RY-9891 ,0
шуруповерт 9K-20-Y758-8709 Лазерный,шуруповерт 6A-08-6CLN-8236 Лазерный,0
тара ZU-48-91X2-4785 Исследовательский,отвертка ZU-48-91X2-4785 ,1
гвоздодер UU-21-LB0B-5015 Исследовательский,олово UU-21-LB0B-5015 Телекоммуникационный,1
станция DL-87-5W7H-2603 Кинематический,станция DL-87-5W7H-2603 Кинематический,1
имитация 0Q-91-XRZM-7586 Кинематический,имитация EZ-36-3E2L-6736 Кинематический,0
крестовина 9L-31-KVJD-5936 Криогенный,крестовина 9L-31-KVJD-5936 ,1
рычаг 28-72-S98T-7456 ,рычаг 28672-S98T-7456 ,0
бита 7W-42-6XRY-9507 ,бита N7-06-GB1N-2723 ,0
цанга F0-54-PCT1-4200 ,цанга 2G-63-EAFP-7352 ,0
пила 4Z-40-HGFQ-9740 Компьютерный,пила 4Z-40-HGF4-9740 Радиолокационный,0
оружие VN-20-RQNP-6667 Исследовательский,проточка VN-20-RQNP-6667 ,1
пилка X3-66-DFT7-6029 Проектировочный,пилка X3-66-DFT7-6029 ,1
шпатель WP-46-YEWR-8468 ,шпатель WP-46-YEWR-5468 ,0
переименование HN-12-EVIH-6829 ,переименование HN-123EVIH-6829 ,0
двигатель AQ-82-GZ6X-3188 Гидравлический,двигатель AQ-82-GZ6X93188 ,0
щетка 24-03-P2PS-4566 ,щетка ID-82-LL4Q-7009 ,0
шуруповерт W6-73-9VYB-6544 ,шуруповерт W6073-9VYB-6544 ,0
струновка ZS-27-QTGQ-4811 Регулирующий,струновка ZS-27-QTGQ-4811 ,1
тент AU-60-TWGB-8779 ,тент AU-60-TWGB-7779 ,0
двигатель HY-62-FW1L-7391 Сверхпроводящий,аттестация HY-62-FW1L-7391 Эргономический,0
игла 7M-27-FDFB-7371 Механический,игла QS-51-U0AD-4664 Механический,0
двигатель R9-61-3PT1-3787 Аэродинамический,двигатель R9-61-3P11-3787 Аэродинамический,0
термометр Y9-28-LR9R-2875 Термический,ключ Y9-28-LR9R-2875 ,1
фонарь 1O-82-OIS9-2499 Аэродинамический,оврископ 1O-82-OIS9-2499 Аэродинамический,1
реостат I7-21-QP7O-5196 Радиолокационный,реостат I7-21-QP7O-5696 Радиолокационный,0
плоскогубцы 69-55-CWYE-8517 Биотехнологический,плоскогубцы 69255-CWYE-8517 ,0
уровень ZW-81-OBJZ-4130 Робототехнический,уровень ZW381-OBJZ-4130 Робототехнический,0
рычаг 6C-47-1HXT-4663 Биомедицинский,рычаг 6T-14-SS2V-2697 Биомедицинский,0
детектор W9-44-210M-6517 Силовой,диспергирование W9-44-210M-6517 ,1
спарка VD-90-9SQO-3209 ,спарка VD-98-9SQO-3209 ,0
тара 2B-03-Y8JO-7851 Акустический,электродвигатель 2B-03-Y8JO-7851 Полупроводниковый,1
сварка DE-76-2WKT-4717 ,фонарь DE-76-2WKT-4717 ,1
олово 39-54-TCXT-9691 ,олово 39-54-TCXT-9691 ,1
проточка O6-47-TWHN-0333 ,проточка QP-44-8U6X-5859 ,0
энтузиазм 6J-90-E3XV-0536 Технический,электросверло 6J-90-E3XV-0536 ,1
идеализация L8-93-S6PX-9499 Радиолокационный,станция L8-93-S6PX-9499 ,1
диспергирование L1-79-4GDC-7532 ,диспергирование BG-96-CMCE-5023 ,0
последовательность GS-43-XUNB-8260 Проектировочный,двигатель GS-43-XUNB-8260 ,1
шуруповерт LS-62-2M7W-2083 Метрологический,шуруповерт LS-62-2M7W-2083 ,1
эксперимент 9D-20-FQ51-0883 Механический,эксперимент 9D-20-FQ51-0683 Механический,0
крюки UE-84-1HPZ-3629 ,крюки 6Z-44-AEJ5-0577 ,0
тара CY-33-AV6J-1067 Металлургический,оврископ CY-33-AV6J-1067 ,1
трапеция 9S-76-MKFI-9843 ,трапеция 9S-76-MKFI-9833 ,0
олово MD-54-M78N-4518 Радиотехнический,пульсометр MD-54-M78N-4518 Конструктивный,1
якорь GY-27-ECQ7-8738 ,якорь GY-27-ECQ1-8738 ,0
цилиндр 8Z-26-0K0L-4559 ,цилиндр 8Z526-0K0L-4559 ,0
двутавр 9N-88-ET6F-3153 ,двутавр GR-59-39IZ-7190 ,0
идеализация JW-77-2QA0-0020 Биомедицинский,игла JW-77-2QA0-0020 Экологический,1
тисочки PR-46-1LTP-9695 Микробиологический,тисочки 41-25-8FV1-2912 ,1
нож PB-96-5QZV-2282 Нанотехнологический,струновка PB-96-5QZV-2282 Телекоммуникационный,1
катушка 98-85-KTBD-7257 Тепловой,спарка 98-85-KTBD-7257 ,1
клапан I4-24-848N-9080 Энергетический,гвоздодер I4-24-848N-9080 Автоматический,1
тисочки SW-28-Z1W5-8273 ,тисочки YC-71-WM89-5066 ,0
градусник 2U-16-27YK-0692 ,градусник 3M-66-4APP-7469 ,0
щетка M8-89-E3J1-8180 Металлургический,доска M8-89-E3J1-8180 ,1
крестовина R3-89-TRB4-4037 ,крестовина R3-89-TRB494037 ,0
пульсометр KI-65-632C-7953 Микробиологический,каталогизация KI-65-632C-7953 ,1
настой T5-11-SMWM-1603 ,настой W4-07-RY5G-0872 ,0
аттестация YC-14-PJ0O-8316 ,аттестация OA-62-ZG4R-7164 ,0
катушка RP-48-XIV2-7529 ,катушка RP048-XIV2-7529 ,0
цилиндр 7N-40-Q5DJ-6651 ,цилиндр HK-39-WWYJ-4631 ,0
ассоциация ZP-52-DDUX-2615 ,ассоциация 5P-52-DDUX-2615 ,0
олово HX-71-8V95-6247 Технический,симуляция HX-71-8V95-6247 ,1
бита 21-87-JTLR-3341 Безопасностный,холодильник 21-87-JTLR-3341 ,1
аналитика 9N-46-AMEI-1277 Радиочастотный,аналитика 9B-69-FDVW-5159 Радиочастотный,0
переименование 7W-83-TYLC-4773 ,программатор 7W-83-4YLC-4773 ,0
каталогизация VS-02-A4W6-9610 Автоматический,доска VS-02-A4W6-9610 Микробиологический,1
последовательность FJ-25-XRAG-2978 ,последовательность F9-25-XRAG-2978 ,0
жесткость D0-97-QJIC-2145 Лазерный,жесткость BK-78-QIFU-1851 ,0
оврископ T5-54-IUUP-3582 Криогенный,пульсометр T5-54-IUUP-3582 ,1
тренога XX-46-N783-1821 ,тренога XX-464N783-1821 ,0
антенна CF-15-9E2O-4340 ,антенна CF-15-9E2O-8340 ,0
вихрь 0C-96-TRJ7-1366 ,вихрь 9J-82-G0LT-1668 ,0
бита O2-61-9DQI-8159 Автоматический,полумесяц O2-61-9DQI-8159 ,1
цанга IR-50-XJFT-4149 ,цанга A9-50-59NL-6949 ,0
цилиндр 13-16-FJEV-0154 Тепловой,каталогизация 13-16-FJEV-0154 ,1
опробование GP-45-OXFD-9127 Нанотехнологический,опробование GP-45-OXFD-9127 Криогенный,1
структурирование ER-07-PNHT-7854 ,структурирование ER-57-PNHT-7854 ,0
циркуль QC-08-UDV8-5490 ,циркуль 5K-38-DE5T-3811 ,0
моделирование JT-20-DGML-7396 Гальванический,пила JT-20-DGML-7396 Биотехнологический,1
идеализация SS-32-8A1O-7807 Лазерный,врезка SS-32-8A1O-7807 ,1
фонарь ZE-10-LCR1-7877 ,аппаратура ZE-10-LCR1-7877 ,1
вал RO-38-L3VX-2027 ,вал RO-38-L3V8-2027 ,0
цилиндр JM-44-YQS4-8368 Метрологический,симуляция JM-44-YQS4-8368 Метрологический,1
амортизация BR-87-FTUA-9922 ,амортизация AU-25-SJNZ-1688 ,0
жесткость I3-66-F5WE-2143 Радиочастотный,вал I3-66-F5WE-2143 ,1
такометр N5-09-25NR-3695 ,такометр N5-09-55NR-3695 ,0
цанга 4K-85-ES18-0527 Энергетический,водоснабжение 4K-85-ES18-0527 Гравитационный,1
темномер KJ-78-QX7K-7512 Биомедицинский,темномер 40-77-ZKHG-3497 ,0
спарка 29-49-2BV8-3940 ,спарка SO-64-8RFU-7177 ,0
аналитика 73-43-2VA8-1078 Телекоммуникационный,аналитика S9-88-B039-5773 ,0
вал RK-82-L0CL-6439 ,вал RK-82-L0CL-3439 ,0
цилиндр RL-75-6HYY-1909 ,клещи RL-75-6HYY-1909 ,1
клещ LL-61-KL6Q-3815 Термический,клещ 1L-61-KL6Q-3815 Термический,0
каталогизация BJ-87-RBLK-6002 ,паяльник CL-39-PMKN-1621 ,0
врезка JF-50-EIVG-6434 Гравитационный,щетка JF-50-EIVG-6434 ,1
электросверло NC-44-P2MK-9485 Геотехнический,программатор NC-44-P2MK-9485 ,1
якорь ZO-85-GH8O-7936 ,якорь ZO-85-GH8O-9936 ,1
циркуль DF-64-GKVF-2917 Аэродинамический,гвоздодер DF-64-GKVF-2917 ,1
аппаратура D0-80-PRDW-1883 ,плоскогубцы D0-80-PRDW-1883 ,1
струновка 3U-34-YENT-6536 Энергетический,амортизация 3U-34-YENT-6536 ,1
электросверло 1V-16-TCDV-8283 Компьютерный,электросверло 1V-16-TCDV-8283 ,1
лента WG-84-8A33-7363 ,клещ WG-84-8A33-7363 ,1
рулетка 37-90-60WV-8734 Гравитационный,электросверло 37-90-60WV-8734 ,1
реостат BY-13-HZ1S-4746 Механический,реостат 7H-76-2ZHU-9758 Механический,0
лента TJ-84-ITA6-5304 ,лента TJ-04-ITA6-5304 ,0
игла PM-58-L9OT-4110 Нанотехнологический,игла N6-05-92SN-5564 Нанотехнологический,1
крестовина HY-66-VVGE-8500 Микробиологический,крестовина HY-66-VVGE-8500 ,1
паста 9P-84-AHGM-6576 ,паста 9P-84-AHGM-6516 ,0
субкультура CN-90-2UO9-4057 ,субкультура CN-97-2UO9-4057 ,0
энтузиазм 2A-79-VJKT-8676 Автоматический,врезка 2A-79-VJKT-8676 ,1
уровень SG-89-S8JK-3195 Силовой,рельс SG-89-S8JK-3195 Исследовательский,1
расчет XQ-70-OCTR-4719 ,рулетка XQ-70-OCTR-4719 ,1
последовательность P8-21-W0JR-2932 ,аргон P8-21-W0JR-2932 ,1
настой 7D-39-43IS-3704 ,настой 7D-39-43IS23704 ,0
рычаг 5H-46-K62X-9361 Кибернетический,рычаг VP-35-W3QQ-2158 Кибернетический,0
врезка 89-42-3YI5-7707 Нанотехнологический,врезка OO-54-Q4VQ-3663 Нанотехнологический,0
темномер L2-60-0P77-3762 Исследовательский,темномер RE-94-SXVY-4413 ,0
паста PN-67-BUG0-4550 Акустический,трапеция PN-67-BUG0-4550 ,1
двигатель ZL-59-NPBQ-4206 Геотехнический,двигатель A5-69-OJK6-6099 Геотехнический,0
опробование TH-88-S25K-8281 ,опробование NN-39-L5BZ-3239 ,0
ассоциация 39-11-M71V-9532 Оптический,ассоциация 39-11-M01V-9532 Оптический,0
кисточка OS-05-PXMZ-8633 Геотехнический,кисточка OS-05-PXMZ-8633 Геотехнический,1
имитация V1-13-A5CL-6574 Химический,уровень V1-13-A5CL-6574 Лазерный,1
