Исходные данные,Референс,Классификатор 
тиски TA-35-5ZM3-5913 Механический,электродвигатель TA-35-5ZM3-5913 Механический,1
детектор F2-02-YMJG-0443 Термический,последовательность F2-02-YMJG-0443 ,1
бита EQ-15-R2QU-1398 Криогенный,имитация EQ-15-R2QU-1398 Акустический,1
ассоциация Q9-71-O1MZ-7273 ,идеализация Q9671-O1MZ-7273 ,0
нож N1-35-QXD3-3963 Оптический,катушка N1-35-QXD3-3963 Акустический,1
клапан IK-60-V8KG-7836 ,клапан IK860-V8KG-7836 ,0
оружие WM-73-XNO7-3784 ,оружие 5P-00-QRBI-1787 ,0
водоснабжение MI-37-S298-9480 Пневматический,водоснабжение OU-46-2GV5-4520 ,0
гидрамеханика AP-59-RB2B-2056 ,гидрамеханика AP-596RB2B-2056 ,0
молоток OB-97-U5VB-6830 Механический,аналитика OB-97-U5VB-6830 ,1
гидростатика LY-30-KE9Z-6963 Биотехнологический,гидростатика KB-19-UDCU-9033 Оптический,0
шуруповерт 13-61-BQAW-1882 ,шуруповерт 13-64-BQAW-1882 ,0
пульсометр NH-34-03JG-6859 Электрический,пульсометр OE-68-O3ZD-6289 ,0
имитация RQ-51-S333-9142 Управляющий,холодильник RQ-51-S333-9142 ,1
станция L8-99-Y7MO-5790 ,станция L8-99-Y7MO15790 ,0
имитация HW-18-M5PY-1516 Эргономический,имитация HW-184M5PY-1516 Эргономический,0
пульсометр 3Y-13-NT42-4317 Газодинамический,пульсометр 3Y-13-NT42-4417 Газодинамический,0
моделирование RX-96-BJM3-7424 Робототехнический,моделирование RX-96-BJM3-7424 ,1
рельс 6Q-04-UZ3T-3239 Газодинамический,фильтр 6Q-04-UZ3T-3239 ,1
тара KL-56-GXCW-9880 Экологический,темномер KL-56-GXCW-9880 ,1
дырокол FP-72-SFTH-9750 Газодинамический,дырокол I1-35-7QQ6-9910 Компьютерный,0
настой XA-99-WPV8-2540 Сверхпроводящий,проточка XA-99-WPV8-2540 ,1
гвоздодер ZN-25-FRHW-4574 Нанотехнологический,гвоздодер ZN-25-FRHW-4574 Оптический,1
двигатель OP-93-Z3YX-3565 ,анализатор OP-93-Z3YX-3565 ,1
вихрь A3-72-KVAV-3186 Ядерный,вихрь 74-81-TL5R-2558 Ядерный,0
диспергирование AU-38-9S41-0171 ,диспергирование AU-38-9S11-0171 ,0
полумесяц X0-85-VEWG-5416 Полупроводниковый,аналитика X0-85-VEWG-5416 ,1
гидрамеханика MY-80-DWKO-2164 Термический,врезка MY-80-DWKO-2164 ,1
имитация 7M-49-UUGV-6564 Акустический,трапеция 7M-49-UUGV-6564 ,1
доска SX-49-LYUN-6673 Электрический,краскопульт SX-49-LYUN-6673 ,1
оружие HP-64-M70O-5497 ,оружие 0C-87-T0L2-1901 ,0
программатор XM-19-NSPG-0728 ,программатор AC-17-E29D-8208 ,0
аргон JG-57-6RU8-8726 Проектировочный,аргон 06-66-60JJ-7142 ,0
тара LC-20-1KK3-7567 ,тара LC-20-1KK1-7567 ,0
нож DI-63-IBGR-7893 Регулирующий,нож DI-63-IBGR-7893 ,1
оружие TQ-87-S9G4-2130 Гальванический,оружие TQ-87-S9G4-2130 ,1
турбулентность F8-22-S0JX-1940 Фотографический,турбулентность 58-22-S0JX-1940 ,0
лента UV-15-1NQR-6956 Проектировочный,краскопульт UV-15-1NQR-6956 Архитектурный,1
фильтр 1D-60-WCAU-1866 Радиолокационный,пила 1D-60-WCAU-1866 ,1
уровень 6Y-99-QEC6-5867 ,термометр 6Y-99-QEC6-5867 ,1
пассатижи 3L-38-4ZVJ-6334 Генетический,ассоциация 3L-38-4ZVJ-6334 ,1
сварка D3-27-7CQH-8765 Силовой,сварка D3-27-7CQH28765 Силовой,0
диспергирование JM-43-WE83-9310 ,диспергирование JM-430WE83-9310 ,0
двутавр 37-39-2H52-8357 Генетический,нож 37-39-2H52-8357 Силовой,1
энтузиазм 00-71-6XU0-6591 Гидравлический,энтузиазм 00-71-6XU006591 Гидравлический,0
врезка FH-85-0UQ8-2439 ,врезка FH-75-0UQ8-2439 ,0
аттестация HU-79-EO5F-9074 Эргономический,пассатижи HU-79-EO5F-9074 Исследовательский,1
оврископ 8A-26-JL51-2326 Полупроводниковый,каталогизация 8A-26-JL51-2326 ,1
вал XX-25-N121-9618 ,вал XX-25-N12129618 ,0
тиски 30-11-STRZ-7242 Пневматический,ассоциация 30-11-STRZ-7242 ,1
аттестация XF-74-7O58-7726 ,аттестация 7F-87-ZEUX-0255 ,0
турбулентность RS-99-QTVG-3046 Микробиологический,турбулентность 0A-01-BK2E-2634 Микробиологический,0
шуруповерт 4N-49-9BW4-1828 ,бита 4N-49-9BW4-1828 ,1
моделирование 12-30-5EZC-3124 ,моделирование 12-3075EZC-3124 ,0
структурирование 65-98-JUBR-0652 ,структурирование FB-86-PSMY-7402 ,0
амортизация Z3-75-MP3J-2619 Автоматический,амортизация QW-16-DQEM-8678 Технический,0
нож T1-79-32XX-5877 Фотографический,щетка T1-79-32XX-5877 ,1
якорь 77-93-ZWCV-8027 ,якорь VN-44-UMEP-8627 ,0
переименование GV-85-KW3V-7165 ,переименование GV-85-KW3V-3165 ,0
градусник VW-72-8BYB-8988 Проектировочный,градусник 7W-72-8BYB-8988 Проектировочный,0
тара 47-20-H3UL-9213 Радиолокационный,рычаг 47-20-H3UL-9213 ,1
симуляция 0W-30-G99P-7228 ,симуляция I9-77-KGDU-5967 ,0
датчик 4N-04-RU36-0669 Радиочастотный,жесткость 4N-04-RU36-0669 Радиочастотный,1
водоснабжение 37-35-6IJN-7939 ,каталогизация 37-35-6IJN-7939 ,1
настой 71-81-ZA29-8278 Гидравлический,настой E0-05-JNFR-4374 Гидравлический,0
гирокомпас H8-75-1JR7-3664 Нанотехнологический,гирокомпас H8-65-1JR7-3664 Нанотехнологический,0
гвоздодер 5W-45-7BHK-9689 Конструктивный,щетка 5W-45-7BHK-9689 ,1
вихрь NR-13-V217-6571 ,шкала 5B-36-BFET-5170 ,0
струновка BI-11-3J82-9422 Силовой,струновка BI-11-3J82-9422 Силовой,1
станция 7A-46-A0WK-3986 Телекоммуникационный,станция 4B-28-GE52-3985 Телекоммуникационный,0
оврископ 1O-91-OC1B-1819 ,оврископ SV-71-9JUB-1980 ,0
диспергирование 91-73-UPJD-1697 Безопасностный,диспергирование 91-73-UPJ2-1697 ,0
тисочки SN-50-KD7N-7758 Термический,тисочки SN-50-K77N-7758 Термический,0
датчик QB-28-9M22-4822 Аэродинамический,датчик QB-28-9M22-4822 Технический,1
дырокол 59-67-1QAM-8008 ,дырокол 2Y-28-MTGC-4552 ,0
краскопульт RR-27-HLD1-7398 Вибрационный,расчет RR-27-HLD1-7398 ,1
ключ QU-18-9RBS-7377 Микробиологический,структурирование QU-18-9RBS-7377 Автоматический,1
клапан HR-11-FP9K-7469 Акустический,клапан HR-10-FP9K-7469 Акустический,0
врезка HG-74-BBZ0-5948 ,врезка HG-74-BBZ6-5948 ,0
цилиндр GF-05-J8Y0-6686 Метрологический,цилиндр GF-05-J8Y0-5686 Метрологический,0
тара PV-44-13MI-1655 Акустический,тара PV744-13MI-1655 Акустический,0
уровень KO-30-UQZE-7981 ,уровень 8O-30-UQZE-7981 ,0
переименование DN-17-6FY3-7568 ,переименование HO-22-KOL4-7681 ,0
молоток GN-78-1QBD-8233 Радиолокационный,последовательность GN-78-1QBD-8233 ,1
пассатижи JH-81-QMA3-3678 Термический,пассатижи JH-81-QMA3-3678 ,1
двутавр GZ-21-S1IV-7457 ,двутавр SH-01-M1SB-4165 ,0
пила CS-96-8695-0839 Энергетический,датчик CS-96-8695-0839 Метрологический,1
нож 5I-48-0Y3V-2216 Биотехнологический,анализатор 5I-48-0Y3V-2216 ,1
компрессор NV-77-RXZR-5331 Генетический,компрессор NV-77-R2ZR-5331 Генетический,0
детектор HQ-50-L3PP-6587 Робототехнический,цанга FQ-44-Q2EU-9745 Расчетный,0
паста UE-35-Y3B9-4175 Ядерный,нож UE-35-Y3B9-4175 ,1
тисочки 2X-30-XZNG-5681 Биотехнологический,клапан 2X-30-XZNG-5681 Биотехнологический,1
тара 48-98-XQGW-3508 Архитектурный,электродвигатель 48-98-XQGW-3508 ,1
лагерь E2-33-QE8X-8853 Архитектурный,лагерь E2-33-QE2X-8853 Архитектурный,0
лента 26-89-ZDB6-8332 Робототехнический,лента U8-22-DMHA-3381 Сверхпроводящий,0
фильтр 1L-29-UAWH-2495 Эргономический,симуляция 1L-29-UAWH-2495 Кинематический,1
стамеска N7-40-ZW0Q-5744 Расчетный,стамеска N7-40-ZW0Q-5744 ,1
клещ 8H-24-CO2N-7860 ,клещ MM-74-LJWR-7896 ,0
последовательность IL-04-LNA7-6017 ,последовательность IL-34-LNA7-6017 ,0
диспергирование ND-85-W3AP-5589 Робототехнический,олово ND-85-W3AP-5589 Ядерный,1
игла FA-00-NTMQ-9825 Кибернетический,игла SU-86-QQ8A-0104 Кибернетический,0
аппаратура Y8-02-XTZS-1150 Полупроводниковый,аппаратура Y8-02-XTZS-1150 Робототехнический,1
аналитика XG-33-A0AQ-8815 ,аналитика 4W-23-7FKS-5071 ,0
анализатор 06-39-FUI5-8729 Гравитационный,анализатор 06-39-FUI5-8729 ,1
оружие CA-32-I6CT-4423 Регулирующий,цилиндр CA-32-I6CT-4423 ,1
аппаратура U9-03-VUKY-5261 Микробиологический,аппаратура U9-03-VUKY-5261 Сверхпроводящий,1
игла I0-69-P76C-8550 Сверхпроводящий,игла V4-10-615D-1142 Радиолокационный,0
шуруповерт 6W-36-X2IF-4788 Ядерный,шуруповерт 3H-91-JJBL-3726 Ядерный,0
цилиндр 6L-92-VENC-6124 Пневматический,цилиндр 20-46-JI4Q-2801 Гидравлический,0
катушка E2-91-U3IZ-7882 Расчетный,турбулентность E2-91-U3IZ-7882 Оптический,1
гирокомпас GH-00-ZXA4-7496 Экологический,крюки GH-00-ZXA4-7496 ,1
ассоциация X2-42-8UDW-5789 ,ассоциация X2-12-8UDW-5789 ,0
плоскогубцы YS-81-FJIW-7590 Криогенный,плоскогубцы KO-12-B555-6392 Криогенный,0
тиски UO-49-O64B-1573 ,тиски Y3-53-VVUG-1396 ,0
кисточка QH-26-S5YJ-7507 Электрический,опробование QH-26-S5YJ-7507 ,1
клепка ZV-02-NRE7-2781 Кинематический,клепка ED-60-UTTQ-7877 Кинематический,0
тара MI-29-EC6P-8781 Полупроводниковый,лагерь MI-29-EC6P-8781 ,1
щетка EZ-78-ZU5C-1348 Радиотехнический,клепка EZ-78-ZU5C-1348 ,1
амортизация 91-38-1QK7-1803 Радиочастотный,амортизация 3G-95-MI3I-6533 Радиочастотный,0
клепка W1-98-UA2J-3364 ,настой W1-98-UA2J-3364 ,1
водоснабжение XS-42-K2IG-2202 Сверхпроводящий,водоснабжение XS-42-K2IG-2202 ,1
бита FX-19-R6BI-9012 Безопасностный,бита FX-19-R6BI-9012 ,1
гвоздодер FQ-48-EQP6-4200 ,гвоздодер FQ648-EQP6-4200 ,0
лагерь P3-88-KL56-8851 ,лагерь P3-88-KL56-7851 ,0
аналитика SU-55-254J-8206 Расчетный,аналитика SU-55-224J-8206 Расчетный,0
лагерь RV-67-K4IZ-9188 ,такометр RV-67-K4IZ-9188 ,1
бита ZE-67-4KUU-6236 Сверхпроводящий,ключ ZE-67-4KUU-6236 ,1
трапеция PR-25-8L2L-0231 Исследовательский,энтузиазм PR-25-8L2L-0231 Оптический,1
эксперимент KR-07-6ZGZ-1637 ,эксперимент BD-95-WR02-3028 ,0
градусник AL-16-6W29-7997 Архитектурный,уровень AL-16-6W29-7997 ,1
шуруповерт 2C-59-MZ7N-1859 Робототехнический,цилиндр 2C-59-MZ7N-1859 ,1
паяльник H4-92-385X-0129 Криогенный,холодильник H4-92-385X-0129 ,1
фильтр M0-03-7ZFJ-0627 Радиочастотный,станция M0-03-7ZFJ-0627 ,1
кисточка ML-80-0Q6I-2517 Микробиологический,паяльник ML-80-0Q6I-2517 Энергетический,1
тисочки EP-38-F5WL-7587 ,тисочки E9-38-F5WL-7587 ,0
ключ V5-24-HBE8-0720 Акустический,ключ V5-24-HBE8-0720 Сверхпроводящий,1
оврископ NF-26-EXCS-6156 Механический,якорь NF-26-EXCS-6156 Метрологический,1
плоскогубцы AS-03-TD0B-9553 ,плоскогубцы XK-17-MDOJ-5596 ,0
шкала 2K-98-M11Q-6788 Пневматический,опробование 2K-98-M11Q-6788 Гидравлический,1
вал 1V-79-BSEO-2635 ,вал 1V-79-BSEO-2535 ,0
бита LQ-29-IS0X-0213 Конструктивный,рельс LQ-29-IS0X-0213 ,1
