Исходные данные,Референс,Классификатор 
гирокомпас 22-88-69V9-9267 Кибернетический,гирокомпас 22-88-69V9-9267 Кибернетический,1
плоскогубцы 44-49-QR3K-4430 ,плоскогубцы 44-42-QR3K-4430 ,0
клещ VW-98-2LWX-9745 ,клещ VW-98-2LW8-9745 ,0
лагерь OI-99-0D2K-2992 ,паяльник OI-99-0D2K-2992 ,1
спарка EK-12-W3XS-1731 ,спарка I9-32-4Z4O-3526 ,0
нож 3M-82-C4C9-1688 ,нож 3M-82-24C9-1688 ,0
паяльник S0-50-L3D4-8925 ,бита S0-50-L3D4-8925 ,1
каталогизация FX-92-MBUQ-9506 ,клапан 8X-92-MBUQ-9506 ,0
паяльник QK-64-OTQZ-9307 Гальванический,нож QK-64-OTQZ-9307 ,1
цилиндр E4-15-V7HK-3871 ,цилиндр HL-36-JROE-8459 ,0
крестовина 1H-33-YGB3-6463 Термический,крестовина E4-30-0MVD-8842 Термический,0
тисочки 7A-57-LT8I-1885 Фотографический,электросверло 7A-57-LT8I-1885 Управляющий,1
ключ MG-63-VG2Y-2199 Радиотехнический,аппаратура 9A-54-SMDI-3586 Биотехнологический,0
лента E5-61-5SBO-0520 Радиолокационный,лента 7H-31-R5C7-3336 Радиолокационный,0
анализатор FB-26-LF2J-6278 Гальванический,опробование FB-26-LF2J-6278 Регулирующий,1
имитация V3-61-RRZD-2764 Радиотехнический,имитация EX-87-7QAL-7564 Радиотехнический,0
кисточка B3-07-SCQW-4762 Силовой,кисточка B3-07-SCQ8-4762 ,0
клапан 21-11-28I0-1593 Оптический,клапан OS-79-C9CT-7707 Оптический,0
тисочки J7-81-PULD-5702 Генетический,аналитика J7-81-PULD-5702 Радиочастотный,1
клепка UF-60-F5WU-3378 ,клепка 5N-52-C0AC-0107 ,0
тара DE-51-FP7J-0723 ,тара DE-51-F37J-0723 ,0
структурирование FF-08-MIRS-4175 Акустический,структурирование FF-08-MIRS-4175 ,1
цилиндр 2B-40-3GA7-1022 ,тара 2B-40-3GA7-1022 ,1
цилиндр 11-98-T0T0-0253 ,цилиндр 11-983T0T0-0253 ,0
уровень IW-22-EUNZ-5220 ,уровень I5-22-EUNZ-5220 ,0
ассоциация JA-71-KCT2-3901 Тепловой,датчик JA-71-KCT2-3901 ,1
крюки QP-36-26KF-0089 Управляющий,крюки QP-36-26KF-0189 Управляющий,0
водоснабжение CQ-99-I9WD-4074 ,водоснабжение OV-39-NHGF-7741 ,0
амортизация YD-33-HTW0-9863 Гальванический,амортизация S6-42-VW2G-1640 Гальванический,0
гидрамеханика LR-64-HFT3-3450 ,гидрамеханика 64-64-XQ0E-7312 ,0
градусник WU-48-N7RC-1953 Проектировочный,темномер WU-48-N7RC-1953 ,1
амортизация MM-34-OBTN-9149 ,амортизация MM-30-OBTN-9149 ,0
шуруповерт FD-98-T8H0-6657 ,шуруповерт G1-07-N7DF-9064 ,0
оврископ P5-89-T0GJ-1046 Радиотехнический,переименование P5-89-T0GJ-1046 ,1
клапан 90-53-ID7K-2744 Полупроводниковый,клапан 90-53-ID7K-2744 Энергетический,1
якорь A3-57-QDB1-2594 Телекоммуникационный,вихрь A3-57-QDB1-2594 Радиолокационный,1
датчик T5-01-PWWD-9933 Гальванический,врезка T5-01-PWWD-9933 Гальванический,1
энтузиазм 1L-96-T3AE-3277 Генетический,энтузиазм HB-26-ZM4A-8003 Вибрационный,0
детектор OH-36-551F-1654 ,детектор M7-75-AFGI-3416 ,0
ключ JC-89-ZHQM-1157 ,ключ J5-89-ZHQM-1157 ,0
врезка CQ-97-99ET-8988 ,рулетка CQ-97-99ET-8988 ,1
крестовина CT-67-3AKI-5769 ,крестовина 7Y-08-497Y-1978 ,0
оврископ 2F-40-TBO7-7789 Робототехнический,оврископ 2F-40-TBO7-7789 ,1
крестовина DU-84-9BD8-0262 Метрологический,крестовина DU-84-9BD840262 Метрологический,0
жесткость L5-31-7D0J-0207 Метрологический,клапан L5-31-7D0J-0207 ,1
кисточка 5J-60-NMWE-1465 Кибернетический,щетка 5J-60-NMWE-1465 Нанотехнологический,1
темномер 09-93-RGHM-6251 Кинематический,электродвигатель 09-93-RGHM-6251 ,1
аналитика 4I-81-6WMQ-2566 Гравитационный,пилка 4I-81-6WMQ-2566 ,1
клапан U3-18-C52Z-8417 Лазерный,клапан U3-18-C52Z-8417 Безопасностный,1
уровень ME-68-1LUQ-2392 Вибрационный,идеализация ME-68-1LUQ-2392 Генетический,1
крюки A6-69-HZ91-8508 ,крюки OP-70-DQM1-6312 ,0
водоснабжение PW-62-U67C-8423 ,водоснабжение 4W-59-BFRJ-4006 ,0
клещи 24-79-9JOC-1091 Компьютерный,тара 24-79-9JOC-1091 Биомедицинский,1
двигатель X3-17-ZJA4-7495 ,двигатель QY-45-VNPY-9580 ,0
пила 66-42-5TFS-9317 ,пила 5A-40-YOXG-1115 ,0
крюки RK-65-YQK5-2757 Архитектурный,детектор RK-65-YQK5-2757 ,1
рельс AA-87-4G63-9331 ,рельс AA-87-4G63-9731 ,0
эксперимент T2-18-N5KS-7636 ,якорь T2-18-N5KS-7636 ,1
диспергирование NJ-97-M9VJ-4210 Исследовательский,рычаг NJ-97-M9VJ-4210 Телекоммуникационный,1
нож LY-02-SB96-7953 Архитектурный,нож LY-02-S596-7953 Архитектурный,0
нож 8F-91-Q828-3269 ,нож 8F-91-2828-3269 ,0
жесткость YY-18-7R4Y-9360 ,фонарь A3-62-DN2B-6786 ,0
последовательность W9-18-U8YY-8423 ,последовательность 5J-62-YNFP-1916 ,0
стамеска BF-39-ZYHZ-8424 Акустический,последовательность BF-39-ZYHZ-8424 ,1
циркуль JX-89-000X-2564 ,циркуль JX-89-000X-2564 ,1
эксперимент 2Y-06-VIKU-1730 ,эксперимент 3M-79-VHSD-0585 ,0
симуляция FW-93-UXHX-7264 Расчетный,шкала FW-93-UXHX-7264 Расчетный,1
молоток DU-52-MRLG-3772 ,молоток TY-91-4X7D-9092 ,0
аналитика JY-62-99LC-9746 ,аналитика QV-02-92KU-2837 ,0
пила 0M-23-J6M4-4154 ,пила QZ-92-JI9G-1996 ,0
нож MS-53-1ESM-7869 Телекоммуникационный,нож MS-53-1ESM-7369 Телекоммуникационный,0
каталогизация H8-29-SABH-4864 Сверхпроводящий,каталогизация H8-29-SABH-4864 ,1
уровень 07-27-9QAP-0352 Технический,опробование 07-27-94AP-0352 Химический,0
врезка XC-09-TMUF-3023 Управляющий,гвоздодер XC-09-TMUF-3023 ,1
программатор 2O-85-XI7S-7238 Аэродинамический,субкультура 2O-85-XI7S-7238 ,1
клещи 0I-18-S3LN-1358 ,клещи 0I-18-S3L7-1358 ,0
сварка Y9-29-JMU6-2515 ,пассатижи Y9-29-JMU6-2515 ,1
тент 87-15-7MZW-3257 ,тент 87-15-7MZW-3257 ,1
фонарь AV-67-NYRU-5102 Архитектурный,дырокол AV-67-NYRU-5102 ,1
паста 6Z-23-ZI4F-4544 ,паста F2-02-B2WM-8426 ,0
гидростатика PZ-60-35QO-0096 ,гидростатика PZ-60-85QO-0096 ,0
цанга LW-86-UEK4-4764 ,цанга TB-84-RYBH-4428 ,0
дырокол OU-68-D39O-3604 Кинематический,спарка OU-68-D39O-3604 ,1
антенна 5Y-98-BS1D-1874 Металлургический,шкала 5Y-98-BS1D-1874 Биомедицинский,1
кисточка ZQ-44-NEZ5-0965 Радиотехнический,пассатижи ZQ-44-NEZ5-0965 ,1
катушка K3-00-K9L2-6792 Оптический,катушка K3-00-K9L2-6792 Лазерный,1
пассатижи MM-02-L3RB-9389 ,пассатижи MV-98-IGU0-5885 ,0
тиски AN-76-E4OU-5201 ,жесткость AN-76-E4OU-5201 ,1
рычаг N7-60-JZ42-5082 ,рычаг 6G-90-MP5R-1961 ,0
оружие 7K-23-X5OL-3523 ,оружие O6-34-M0QK-2841 ,0
циркуль HH-58-6AKO-5855 Безопасностный,циркуль HH-58-6AKO-5855 ,1
расчет JG-56-J1VM-9365 Механический,расчет HR-55-6RUX-7212 Робототехнический,0
лента B5-11-H3P2-8843 Телекоммуникационный,доска B5-11-H3P2-8843 ,1
двутавр U8-47-P976-3995 ,двутавр M7-14-DUHX-9063 ,0
цанга YG-92-TQGH-7058 ,цанга BO-07-B49M-1588 ,0
щетка 8F-99-0J6U-6076 Лазерный,щетка 8F-59-0J6U-6076 Лазерный,0
компрессор DV-00-LEY7-3010 ,компрессор DV-00-LE87-3010 ,0
крюки KP-98-F7R1-3706 Фотографический,крюки KP-98-F7R1-3706 ,1
аналитика UN-47-2R0H-2494 ,аналитика UN-47-2R0H32494 ,0
детектор YZ-74-1D6K-7072 ,детектор 8Z-74-1D6K-7072 ,0
эксперимент OU-15-NDBZ-2200 ,эксперимент OU-35-NDBZ-2200 ,0
гидростатика LO-37-49LP-3302 Радиолокационный,катушка LO-37-49LP-3302 Тепловой,1
жесткость 6Y-97-ITXT-5484 Оптический,жесткость R1-23-NCEG-0649 Оптический,0
компрессор 70-28-DX3S-8229 Эргономический,шкала 70-28-DX3S-8229 ,1
стамеска 7W-69-VPMZ-2928 Регулирующий,стамеска 7W-69-VPMZ12928 Регулирующий,0
электросверло 8W-15-P5QE-2228 Тепловой,электросверло 4W-15-P5QE-2228 Тепловой,0
такометр FH-91-YLWX-0857 Гидравлический,такометр FH-91-YLWX-0857 Механический,1
жесткость DG-87-6D0A-7003 Исследовательский,ассоциация DG-87-6D0A-7003 ,1
игла D4-95-0NFJ-1197 Микробиологический,настой D4-95-0NFJ-1197 Генетический,1
бита J6-56-QRTA-9436 Метрологический,двутавр J6-56-QRTA-9436 Метрологический,1
тент 2L-17-JU0Y-2605 Генетический,уровень 2L-17-JU0Y-2605 ,1
клещи H9-40-3PRU-6821 ,клещи IX-66-EI2V-8109 ,0
последовательность GK-34-J2NT-9589 Механический,цанга GK-34-J2NT-9589 Криогенный,1
электросверло AO-76-LHEY-4810 ,электросверло AO-76-LH9Y-4810 ,0
аттестация S6-75-GFBA-2955 Полупроводниковый,аттестация S6-75-GFBA-3955 Полупроводниковый,0
ключ KL-05-VZO3-4670 ,ключ 2O-10-OF8W-0229 ,0
нож MS-13-57Y9-5588 Металлургический,водоснабжение MS-13-57Y9-5588 Сверхпроводящий,1
последовательность CM-63-Y9PE-2417 Проектировочный,последовательность NT-94-ZLMB-3304 Проектировочный,0
энтузиазм 5L-19-RLSX-6749 ,энтузиазм 5L-19-RLSX-7749 ,0
щетка U3-93-496O-3342 ,щетка U3-93-296O-3342 ,0
термометр E5-87-4EZJ-5583 Оптический,эксперимент E5-87-4EZJ-5583 ,1
циркуль HN-40-39RS-9754 Конструктивный,вал HN-40-39RS-9754 Силовой,1
настой J4-23-1Z7A-7124 Лазерный,оврископ J4-23-1Z7A-7124 ,1
темномер J0-74-VYAJ-7355 Конструктивный,циркуль J0-74-VYAJ-7355 ,1
жесткость N3-47-C194-2091 ,жесткость 9M-37-EIKE-3905 ,0
краскопульт 8H-01-V6VD-0252 Метрологический,клещи 8H-01-V6VD-0252 Управляющий,1
нож AQ-65-ZV9L-0674 Биотехнологический,нож AQ-65-ZV3L-0674 ,0
уровень MW-34-QSP5-6397 Микробиологический,уровень MW-34-QSP5-6397 Геотехнический,1
диспергирование JG-94-EC0S-4307 ,диспергирование JG794-EC0S-4307 ,0
клепка IX-96-85B9-1898 ,клепка 6K-47-5EP0-1843 ,0
пульсометр 1M-73-4UUN-9072 ,пульсометр 1M-73-4UUN09072 ,0
двутавр IF-44-7WK2-7350 Оптический,ключ IF-44-7WK2-7350 Гравитационный,1
идеализация FM-51-UGAW-0374 ,идеализация FM-56-UGAW-0374 ,0
диспергирование GN-98-XADD-4276 Термический,энтузиазм GN-98-XADD-4276 Гальванический,1
вихрь FR-36-LQ9Y-1185 Телекоммуникационный,шуруповерт FR-36-LQ9Y-1185 Лазерный,1
тара W0-47-B830-6327 ,тара W0-47-B832-6327 ,0
диспергирование Q7-06-U1BE-6061 Телекоммуникационный,дырокол Q7-06-U1BE-6061 ,1
ассоциация Y4-24-I2R9-9497 Безопасностный,ассоциация 7B-04-AGGE-4771 Безопасностный,0
крюки SF-24-XZSI-3271 ,крюки SF-24-8ZSI-3271 ,0
каталогизация Y8-35-RYX2-7996 Термический,тисочки Y8-35-RYX2-7996 Архитектурный,1
симуляция 02-40-Q2WB-2703 Лазерный,симуляция 02-40-Q2WB-2703 ,1
трапеция 12-97-NXPK-9296 Генетический,трапеция 12-97-NXPK-9296 Автоматический,1
циркуль X5-67-STU9-5652 ,циркуль 3L-12-JJAP-1999 ,0
каталогизация 7H-02-CAGG-5925 Гальванический,жесткость 7H-02-CAGG-5925 ,1
